         Index             t     Heat Flow            Ts            Tr
           [#]           [s]          [mW]          [°C]          [°C]
             0   0,00000e+00  -8,03427e-03  -7,97355e+01  -8,00000e+01
             1   1,00000e-04  -8,08880e-03  -7,97377e+01  -7,98000e+01
             2   2,00000e-04  -8,21469e-03  -7,97287e+01  -7,96000e+01
             3   3,00000e-04  -8,55526e-03  -7,97242e+01  -7,94000e+01
             4   4,00000e-04  -9,06404e-03  -7,97085e+01  -7,92000e+01
             5   5,00000e-04  -9,70616e-03  -7,96927e+01  -7,90000e+01
             6   6,00000e-04  -1,03870e-02  -7,96702e+01  -7,88000e+01
             7   7,00000e-04  -1,11404e-02  -7,96365e+01  -7,86000e+01
             8   8,00000e-04  -1,19433e-02  -7,95915e+01  -7,84000e+01
             9   9,00000e-04  -1,27221e-02  -7,95286e+01  -7,82000e+01
            10   1,00000e-03  -1,35097e-02  -7,94522e+01  -7,80000e+01
            11   1,10000e-03  -1,43361e-02  -7,93735e+01  -7,78000e+01
            12   1,20000e-03  -1,52025e-02  -7,92815e+01  -7,76000e+01
            13   1,30000e-03  -1,61109e-02  -7,91849e+01  -7,74000e+01
            14   1,40000e-03  -1,69910e-02  -7,90660e+01  -7,72000e+01
            15   1,50000e-03  -1,78387e-02  -7,89561e+01  -7,70000e+01
            16   1,60000e-03  -1,85902e-02  -7,88306e+01  -7,68000e+01
            17   1,70000e-03  -1,92495e-02  -7,86962e+01  -7,66000e+01
            18   1,80000e-03  -1,97698e-02  -7,85619e+01  -7,64000e+01
            19   1,90000e-03  -2,01259e-02  -7,84165e+01  -7,62000e+01
            20   2,00000e-03  -2,02796e-02  -7,82667e+01  -7,60000e+01
            21   2,10000e-03  -2,01645e-02  -7,81237e+01  -7,58000e+01
            22   2,20000e-03  -1,98616e-02  -7,79651e+01  -7,56000e+01
            23   2,30000e-03  -1,93254e-02  -7,78044e+01  -7,54000e+01
            24   2,40000e-03  -1,85548e-02  -7,76417e+01  -7,52000e+01
            25   2,50000e-03  -1,75717e-02  -7,74812e+01  -7,50000e+01
            26   2,60000e-03  -1,63393e-02  -7,73053e+01  -7,48000e+01
            27   2,70000e-03  -1,49109e-02  -7,71362e+01  -7,46000e+01
            28   2,80000e-03  -1,33667e-02  -7,69695e+01  -7,44000e+01
            29   2,90000e-03  -1,16661e-02  -7,67895e+01  -7,42000e+01
            30   3,00000e-03  -9,82770e-03  -7,66097e+01  -7,40000e+01
            31   3,10000e-03  -7,80615e-03  -7,64322e+01  -7,38000e+01
            32   3,20000e-03  -5,60882e-03  -7,62482e+01  -7,36000e+01
            33   3,30000e-03  -3,20764e-03  -7,60666e+01  -7,34000e+01
            34   3,40000e-03  -5,99216e-04  -7,58785e+01  -7,32000e+01
            35   3,50000e-03   2,26082e-03  -7,56972e+01  -7,30000e+01
            36   3,60000e-03   5,39120e-03  -7,55094e+01  -7,28000e+01
            37   3,70000e-03   8,76448e-03  -7,53217e+01  -7,26000e+01
            38   3,80000e-03   1,24296e-02  -7,51210e+01  -7,24000e+01
            39   3,90000e-03   1,63602e-02  -7,49424e+01  -7,22000e+01
            40   4,00000e-03   2,05252e-02  -7,47486e+01  -7,20000e+01
            41   4,10000e-03   2,49743e-02  -7,45572e+01  -7,18000e+01
            42   4,20000e-03   2,96667e-02  -7,43637e+01  -7,16000e+01
            43   4,30000e-03   3,45757e-02  -7,41660e+01  -7,14000e+01
            44   4,40000e-03   3,96255e-02  -7,39640e+01  -7,12000e+01
            45   4,50000e-03   4,47997e-02  -7,37754e+01  -7,10000e+01
            46   4,60000e-03   5,00918e-02  -7,35716e+01  -7,08000e+01
            47   4,70000e-03   5,54714e-02  -7,33877e+01  -7,06000e+01
            48   4,80000e-03   6,10377e-02  -7,31842e+01  -7,04000e+01
            49   4,90000e-03   6,66066e-02  -7,29853e+01  -7,02000e+01
            50   5,00000e-03   7,22549e-02  -7,27821e+01  -7,00000e+01
            51   5,10000e-03   7,78971e-02  -7,25879e+01  -6,98000e+01
            52   5,20000e-03   8,34421e-02  -7,23960e+01  -6,96000e+01
            53   5,30000e-03   8,89373e-02  -7,21825e+01  -6,94000e+01
            54   5,40000e-03   9,42290e-02  -7,19866e+01  -6,92000e+01
            55   5,50000e-03   9,94600e-02  -7,17930e+01  -6,90000e+01
            56   5,60000e-03   1,04503e-01  -7,15865e+01  -6,88000e+01
            57   5,70000e-03   1,09403e-01  -7,13954e+01  -6,86000e+01
            58   5,80000e-03   1,14191e-01  -7,11936e+01  -6,84000e+01
            59   5,90000e-03   1,18691e-01  -7,09921e+01  -6,82000e+01
            60   6,00000e-03   1,23001e-01  -7,07884e+01  -6,80000e+01
            61   6,10000e-03   1,27118e-01  -7,05893e+01  -6,78000e+01
            62   6,20000e-03   1,30984e-01  -7,03925e+01  -6,76000e+01
            63   6,30000e-03   1,34576e-01  -7,01808e+01  -6,74000e+01
            64   6,40000e-03   1,37956e-01  -6,99822e+01  -6,72000e+01
            65   6,50000e-03   1,41101e-01  -6,97837e+01  -6,70000e+01
            66   6,60000e-03   1,44077e-01  -6,95790e+01  -6,68000e+01
            67   6,70000e-03   1,46865e-01  -6,93744e+01  -6,66000e+01
            68   6,80000e-03   1,49371e-01  -6,91764e+01  -6,64000e+01
            69   6,90000e-03   1,51632e-01  -6,89786e+01  -6,62000e+01
            70   7,00000e-03   1,53741e-01  -6,87810e+01  -6,60000e+01
            71   7,10000e-03   1,55638e-01  -6,85792e+01  -6,58000e+01
            72   7,20000e-03   1,57416e-01  -6,83712e+01  -6,56000e+01
            73   7,30000e-03   1,59032e-01  -6,81783e+01  -6,54000e+01
            74   7,40000e-03   1,60373e-01  -6,79770e+01  -6,52000e+01
            75   7,50000e-03   1,61715e-01  -6,77759e+01  -6,50000e+01
            76   7,60000e-03   1,62899e-01  -6,75686e+01  -6,48000e+01
            77   7,70000e-03   1,63939e-01  -6,73678e+01  -6,46000e+01
            78   7,80000e-03   1,64862e-01  -6,71693e+01  -6,44000e+01
            79   7,90000e-03   1,65693e-01  -6,69667e+01  -6,42000e+01
            80   8,00000e-03   1,66561e-01  -6,67621e+01  -6,40000e+01
            81   8,10000e-03   1,67331e-01  -6,65705e+01  -6,38000e+01
            82   8,20000e-03   1,68115e-01  -6,63578e+01  -6,36000e+01
            83   8,30000e-03   1,68760e-01  -6,61601e+01  -6,34000e+01
            84   8,40000e-03   1,69312e-01  -6,59647e+01  -6,32000e+01
            85   8,50000e-03   1,69881e-01  -6,57631e+01  -6,30000e+01
            86   8,60000e-03   1,70399e-01  -6,55637e+01  -6,28000e+01
            87   8,70000e-03   1,70845e-01  -6,53582e+01  -6,26000e+01
            88   8,80000e-03   1,71184e-01  -6,51592e+01  -6,24000e+01
            89   8,90000e-03   1,71395e-01  -6,49603e+01  -6,22000e+01
            90   9,00000e-03   1,71607e-01  -6,47574e+01  -6,20000e+01
            91   9,10000e-03   1,71693e-01  -6,45589e+01  -6,18000e+01
            92   9,20000e-03   1,71811e-01  -6,43584e+01  -6,16000e+01
            93   9,30000e-03   1,71923e-01  -6,41475e+01  -6,14000e+01
            94   9,40000e-03   1,71997e-01  -6,39494e+01  -6,12000e+01
            95   9,50000e-03   1,72132e-01  -6,37452e+01  -6,10000e+01
            96   9,60000e-03   1,72229e-01  -6,35538e+01  -6,08000e+01
            97   9,70000e-03   1,72294e-01  -6,33435e+01  -6,06000e+01
            98   9,80000e-03   1,72372e-01  -6,31503e+01  -6,04000e+01
            99   9,90000e-03   1,72472e-01  -6,29425e+01  -6,02000e+01
           100   1,00000e-02   1,72596e-01  -6,27391e+01  -6,00000e+01
           101   1,01000e-02   1,72767e-01  -6,25400e+01  -5,98000e+01
           102   1,02000e-02   1,72888e-01  -6,23348e+01  -5,96000e+01
           103   1,03000e-02   1,72967e-01  -6,21382e+01  -5,94000e+01
           104   1,04000e-02   1,72923e-01  -6,19312e+01  -5,92000e+01
           105   1,05000e-02   1,73031e-01  -6,17348e+01  -5,90000e+01
           106   1,06000e-02   1,73152e-01  -6,15303e+01  -5,88000e+01
           107   1,07000e-02   1,73293e-01  -6,13259e+01  -5,86000e+01
           108   1,08000e-02   1,73405e-01  -6,11300e+01  -5,84000e+01
           109   1,09000e-02   1,73497e-01  -6,09259e+01  -5,82000e+01
           110   1,10000e-02   1,73526e-01  -6,07199e+01  -5,80000e+01
           111   1,11000e-02   1,73602e-01  -6,05224e+01  -5,78000e+01
           112   1,12000e-02   1,73715e-01  -6,03146e+01  -5,76000e+01
           113   1,13000e-02   1,73824e-01  -6,01236e+01  -5,74000e+01
           114   1,14000e-02   1,73936e-01  -5,99162e+01  -5,72000e+01
           115   1,15000e-02   1,74022e-01  -5,97131e+01  -5,70000e+01
           116   1,16000e-02   1,74103e-01  -5,95101e+01  -5,68000e+01
           117   1,17000e-02   1,74151e-01  -5,93093e+01  -5,66000e+01
           118   1,18000e-02   1,74166e-01  -5,91129e+01  -5,64000e+01
           119   1,19000e-02   1,74192e-01  -5,89104e+01  -5,62000e+01
           120   1,20000e-02   1,74176e-01  -5,87059e+01  -5,60000e+01
           121   1,21000e-02   1,74188e-01  -5,85058e+01  -5,58000e+01
           122   1,22000e-02   1,74203e-01  -5,83017e+01  -5,56000e+01
           123   1,23000e-02   1,74226e-01  -5,81019e+01  -5,54000e+01
           124   1,24000e-02   1,74139e-01  -5,78960e+01  -5,52000e+01
           125   1,25000e-02   1,74054e-01  -5,77006e+01  -5,50000e+01
           126   1,26000e-02   1,73857e-01  -5,74950e+01  -5,48000e+01
           127   1,27000e-02   1,73673e-01  -5,72958e+01  -5,46000e+01
           128   1,28000e-02   1,73549e-01  -5,70988e+01  -5,44000e+01
           129   1,29000e-02   1,73514e-01  -5,68896e+01  -5,42000e+01
           130   1,30000e-02   1,73472e-01  -5,66990e+01  -5,40000e+01
           131   1,31000e-02   1,73469e-01  -5,64861e+01  -5,38000e+01
           132   1,32000e-02   1,73437e-01  -5,62896e+01  -5,36000e+01
           133   1,33000e-02   1,73444e-01  -5,60872e+01  -5,34000e+01
           134   1,34000e-02   1,73464e-01  -5,58829e+01  -5,32000e+01
           135   1,35000e-02   1,73496e-01  -5,56910e+01  -5,30000e+01
           136   1,36000e-02   1,73590e-01  -5,54809e+01  -5,28000e+01
           137   1,37000e-02   1,73645e-01  -5,52831e+01  -5,26000e+01
           138   1,38000e-02   1,73788e-01  -5,50835e+01  -5,24000e+01
           139   1,39000e-02   1,73889e-01  -5,48779e+01  -5,22000e+01
           140   1,40000e-02   1,73986e-01  -5,46785e+01  -5,20000e+01
           141   1,41000e-02   1,74155e-01  -5,44753e+01  -5,18000e+01
           142   1,42000e-02   1,74327e-01  -5,42702e+01  -5,16000e+01
           143   1,43000e-02   1,74460e-01  -5,40733e+01  -5,14000e+01
           144   1,44000e-02   1,74557e-01  -5,38685e+01  -5,12000e+01
           145   1,45000e-02   1,74590e-01  -5,36719e+01  -5,10000e+01
           146   1,46000e-02   1,74642e-01  -5,34613e+01  -5,08000e+01
           147   1,47000e-02   1,74668e-01  -5,32630e+01  -5,06000e+01
           148   1,48000e-02   1,74738e-01  -5,30628e+01  -5,04000e+01
           149   1,49000e-02   1,74680e-01  -5,28547e+01  -5,02000e+01
           150   1,50000e-02   1,74555e-01  -5,26589e+01  -5,00000e+01
           151   1,51000e-02   1,74541e-01  -5,24531e+01  -4,98000e+01
           152   1,52000e-02   1,74532e-01  -5,22535e+01  -4,96000e+01
           153   1,53000e-02   1,74616e-01  -5,20560e+01  -4,94000e+01
           154   1,54000e-02   1,74737e-01  -5,18487e+01  -4,92000e+01
           155   1,55000e-02   1,74850e-01  -5,16495e+01  -4,90000e+01
           156   1,56000e-02   1,75032e-01  -5,14445e+01  -4,88000e+01
           157   1,57000e-02   1,75198e-01  -5,12516e+01  -4,86000e+01
           158   1,58000e-02   1,75396e-01  -5,10409e+01  -4,84000e+01
           159   1,59000e-02   1,75501e-01  -5,08383e+01  -4,82000e+01
           160   1,60000e-02   1,75605e-01  -5,06458e+01  -4,80000e+01
           161   1,61000e-02   1,75768e-01  -5,04355e+01  -4,78000e+01
           162   1,62000e-02   1,75865e-01  -5,02394e+01  -4,76000e+01
           163   1,63000e-02   1,75966e-01  -5,00313e+01  -4,74000e+01
           164   1,64000e-02   1,75986e-01  -4,98335e+01  -4,72000e+01
           165   1,65000e-02   1,76032e-01  -4,96377e+01  -4,70000e+01
           166   1,66000e-02   1,76087e-01  -4,94302e+01  -4,68000e+01
           167   1,67000e-02   1,76068e-01  -4,92367e+01  -4,66000e+01
           168   1,68000e-02   1,76110e-01  -4,90235e+01  -4,64000e+01
           169   1,69000e-02   1,76081e-01  -4,88303e+01  -4,62000e+01
           170   1,70000e-02   1,76123e-01  -4,86293e+01  -4,60000e+01
           171   1,71000e-02   1,76182e-01  -4,84205e+01  -4,58000e+01
           172   1,72000e-02   1,76163e-01  -4,82237e+01  -4,56000e+01
           173   1,73000e-02   1,76234e-01  -4,80192e+01  -4,54000e+01
           174   1,74000e-02   1,76189e-01  -4,78207e+01  -4,52000e+01
           175   1,75000e-02   1,76232e-01  -4,76184e+01  -4,50000e+01
           176   1,76000e-02   1,76182e-01  -4,74183e+01  -4,48000e+01
           177   1,77000e-02   1,76118e-01  -4,72183e+01  -4,46000e+01
           178   1,78000e-02   1,76193e-01  -4,70144e+01  -4,44000e+01
           179   1,79000e-02   1,76275e-01  -4,68147e+01  -4,42000e+01
           180   1,80000e-02   1,76343e-01  -4,66092e+01  -4,40000e+01
           181   1,81000e-02   1,76454e-01  -4,64117e+01  -4,38000e+01
           182   1,82000e-02   1,76539e-01  -4,62084e+01  -4,36000e+01
           183   1,83000e-02   1,76634e-01  -4,60073e+01  -4,34000e+01
           184   1,84000e-02   1,76709e-01  -4,58102e+01  -4,32000e+01
           185   1,85000e-02   1,76852e-01  -4,56074e+01  -4,30000e+01
           186   1,86000e-02   1,77009e-01  -4,54027e+01  -4,28000e+01
           187   1,87000e-02   1,77219e-01  -4,52041e+01  -4,26000e+01
           188   1,88000e-02   1,77412e-01  -4,49997e+01  -4,24000e+01
           189   1,89000e-02   1,77616e-01  -4,47975e+01  -4,22000e+01
           190   1,90000e-02   1,77831e-01  -4,45992e+01  -4,20000e+01
           191   1,91000e-02   1,77976e-01  -4,43933e+01  -4,18000e+01
           192   1,92000e-02   1,78155e-01  -4,41895e+01  -4,16000e+01
           193   1,93000e-02   1,78365e-01  -4,39917e+01  -4,14000e+01
           194   1,94000e-02   1,78463e-01  -4,37901e+01  -4,12000e+01
           195   1,95000e-02   1,78562e-01  -4,35828e+01  -4,10000e+01
           196   1,96000e-02   1,78689e-01  -4,33874e+01  -4,08000e+01
           197   1,97000e-02   1,78709e-01  -4,31823e+01  -4,06000e+01
           198   1,98000e-02   1,78738e-01  -4,29852e+01  -4,04000e+01
           199   1,99000e-02   1,78764e-01  -4,27863e+01  -4,02000e+01
           200   2,00000e-02   1,78804e-01  -4,25758e+01  -4,00000e+01
           201   2,01000e-02   1,78863e-01  -4,23791e+01  -3,98000e+01
           202   2,02000e-02   1,78932e-01  -4,21844e+01  -3,96000e+01
           203   2,03000e-02   1,79033e-01  -4,19783e+01  -3,94000e+01
           204   2,04000e-02   1,79034e-01  -4,17780e+01  -3,92000e+01
           205   2,05000e-02   1,79113e-01  -4,15741e+01  -3,90000e+01
           206   2,06000e-02   1,79217e-01  -4,13761e+01  -3,88000e+01
           207   2,07000e-02   1,79372e-01  -4,11743e+01  -3,86000e+01
           208   2,08000e-02   1,79576e-01  -4,09708e+01  -3,84000e+01
           209   2,09000e-02   1,79842e-01  -4,07790e+01  -3,82000e+01
           210   2,10000e-02   1,80046e-01  -4,05777e+01  -3,80000e+01
           211   2,11000e-02   1,80154e-01  -4,03707e+01  -3,78000e+01
           212   2,12000e-02   1,80293e-01  -4,01657e+01  -3,76000e+01
           213   2,13000e-02   1,80421e-01  -3,99706e+01  -3,74000e+01
           214   2,14000e-02   1,80665e-01  -3,97679e+01  -3,72000e+01
           215   2,15000e-02   1,80952e-01  -3,95672e+01  -3,70000e+01
           216   2,16000e-02   1,81051e-01  -3,93686e+01  -3,68000e+01
           217   2,17000e-02   1,81160e-01  -3,91605e+01  -3,66000e+01
           218   2,18000e-02   1,81210e-01  -3,89641e+01  -3,64000e+01
           219   2,19000e-02   1,81229e-01  -3,87601e+01  -3,62000e+01
           220   2,20000e-02   1,81301e-01  -3,85659e+01  -3,60000e+01
           221   2,21000e-02   1,81367e-01  -3,83583e+01  -3,58000e+01
           222   2,22000e-02   1,81433e-01  -3,81567e+01  -3,56000e+01
           223   2,23000e-02   1,81476e-01  -3,79590e+01  -3,54000e+01
           224   2,24000e-02   1,81522e-01  -3,77538e+01  -3,52000e+01
           225   2,25000e-02   1,81539e-01  -3,75525e+01  -3,50000e+01
           226   2,26000e-02   1,81582e-01  -3,73571e+01  -3,48000e+01
           227   2,27000e-02   1,81672e-01  -3,71466e+01  -3,46000e+01
           228   2,28000e-02   1,81741e-01  -3,69457e+01  -3,44000e+01
           229   2,29000e-02   1,81810e-01  -3,67526e+01  -3,42000e+01
           230   2,30000e-02   1,81883e-01  -3,65444e+01  -3,40000e+01
           231   2,31000e-02   1,81913e-01  -3,63439e+01  -3,38000e+01
           232   2,32000e-02   1,82005e-01  -3,61436e+01  -3,36000e+01
           233   2,33000e-02   1,82053e-01  -3,59434e+01  -3,34000e+01
           234   2,34000e-02   1,82148e-01  -3,57395e+01  -3,32000e+01
           235   2,35000e-02   1,82271e-01  -3,55453e+01  -3,30000e+01
           236   2,36000e-02   1,82490e-01  -3,53454e+01  -3,28000e+01
           237   2,37000e-02   1,82781e-01  -3,51382e+01  -3,26000e+01
           238   2,38000e-02   1,82994e-01  -3,49424e+01  -3,24000e+01
           239   2,39000e-02   1,83156e-01  -3,47316e+01  -3,22000e+01
           240   2,40000e-02   1,83306e-01  -3,45418e+01  -3,20000e+01
           241   2,41000e-02   1,83429e-01  -3,43350e+01  -3,18000e+01
           242   2,42000e-02   1,83618e-01  -3,41360e+01  -3,16000e+01
           243   2,43000e-02   1,83718e-01  -3,39389e+01  -3,14000e+01
           244   2,44000e-02   1,83870e-01  -3,37269e+01  -3,12000e+01
           245   2,45000e-02   1,83924e-01  -3,35339e+01  -3,10000e+01
           246   2,46000e-02   1,84037e-01  -3,33297e+01  -3,08000e+01
           247   2,47000e-02   1,84213e-01  -3,31237e+01  -3,06000e+01
           248   2,48000e-02   1,84369e-01  -3,29311e+01  -3,04000e+01
           249   2,49000e-02   1,84456e-01  -3,27273e+01  -3,02000e+01
           250   2,50000e-02   1,84602e-01  -3,25255e+01  -3,00000e+01
           251   2,51000e-02   1,84829e-01  -3,23257e+01  -2,98000e+01
           252   2,52000e-02   1,85002e-01  -3,21204e+01  -2,96000e+01
           253   2,53000e-02   1,85182e-01  -3,19265e+01  -2,94000e+01
           254   2,54000e-02   1,85326e-01  -3,17196e+01  -2,92000e+01
           255   2,55000e-02   1,85440e-01  -3,15203e+01  -2,90000e+01
           256   2,56000e-02   1,85635e-01  -3,13192e+01  -2,88000e+01
           257   2,57000e-02   1,85783e-01  -3,11183e+01  -2,86000e+01
           258   2,58000e-02   1,85903e-01  -3,09213e+01  -2,84000e+01
           259   2,59000e-02   1,86077e-01  -3,07131e+01  -2,82000e+01
           260   2,60000e-02   1,86167e-01  -3,05164e+01  -2,80000e+01
           261   2,61000e-02   1,86311e-01  -3,03141e+01  -2,78000e+01
           262   2,62000e-02   1,86458e-01  -3,01138e+01  -2,76000e+01
           263   2,63000e-02   1,86595e-01  -2,99136e+01  -2,74000e+01
           264   2,64000e-02   1,86765e-01  -2,97155e+01  -2,72000e+01
           265   2,65000e-02   1,86886e-01  -2,95081e+01  -2,70000e+01
           266   2,66000e-02   1,86951e-01  -2,93139e+01  -2,68000e+01
           267   2,67000e-02   1,87057e-01  -2,91086e+01  -2,66000e+01
           268   2,68000e-02   1,87131e-01  -2,89073e+01  -2,64000e+01
           269   2,69000e-02   1,87215e-01  -2,86985e+01  -2,62000e+01
           270   2,70000e-02   1,87295e-01  -2,85067e+01  -2,60000e+01
           271   2,71000e-02   1,87445e-01  -2,83038e+01  -2,58000e+01
           272   2,72000e-02   1,87554e-01  -2,81029e+01  -2,56000e+01
           273   2,73000e-02   1,87769e-01  -2,79003e+01  -2,54000e+01
